GEO,UNIT,SECTOR,NA_ITEM\TIME	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Finland,Million euro,Central government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Central government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Central government,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Central government,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Central government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,State government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,State government,Gross domestic product at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,State government,Net lending (+) /net borrowing (-)	1 088.9	760.1	2 004.2	-149.5	147.0	-79.8	430.8	481.0	1 226.0	-410.8	-2 896.1	-2 953.3	-1 856.3	-745.0	-1 059.6	-1 511.5	-6 005.2	170.8	764.4	-1 999.3	-777.9
Germany (until 1990 former territory of the FRG),Million euro,State government,Net lending (+) /net borrowing (-)	-11 622.0	-9 674.0	-29 554.0	-33 055.0	-34 041.0	-27 326.0	-22 390.0	-11 484.0	3 148.0	-1 409.0	-18 185.0	-20 143.0	-10 368.0	-3 421.0	-727.0	1 984.0	5 238.0	8 064.0	11 309.0	12 789.0	13 574.0
Ireland,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,State government,Net lending (+) /net borrowing (-)	-1 040.0	-3 226.0	-4 345.0	-3 668.0	-3 843.0	-702.0	-2 754.0	-649.0	-3 479.0	-19 159.0	-21 904.0	-40 398.0	-54 861.0	-20 573.0	-16 376.0	-18 696.0	-18 861.0	-9 491.0	-4 165.0	-3 326.0	-6 795.0
France,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,State government,Net lending (+) /net borrowing (-)	87.3	-162.6	45.9	-170.7	44.1	-206.0	-171.2	-885.7	-336.9	-378.9	-1 933.5	-2 537.6	-1 047.0	-476.7	-83.3	100.6	440.9	-1 254.9	235.6	631.1	606.1
Portugal,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,State government,Net lending (+) /net borrowing (-)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,State government,Interest, payable	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,State government,Government consolidated gross debt	29 580.6	28 969.4	28 996.7	29 770.3	27 140.7	26 723.5	25 278.9	25 416.5	26 035.7	28 248.0	37 811.4	41 514.5	44 512.6	46 942.9	47 291.9	50 866.5	52 351.9	59 678.0	59 118.7	60 506.8	63 217.3
Germany (until 1990 former territory of the FRG),Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	637 672.5	610 241.3	595 702.2	606 710.9
Ireland,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,State government,Government consolidated gross debt	37 565.0	39 474.0	43 706.0	46 471.0	49 028.0	52 054.0	57 880.0	59 126.0	61 960.0	74 497.0	93 270.0	124 239.0	145 879.0	189 183.0	210 520.0	237 941.0	263 259.0	276 995.0	288 118.0	293 394.0	295 077.0
France,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	22 761.2	22 204.5	21 795.0	21 211.9
Portugal,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,State government,Government consolidated gross debt	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,State government,Intergovernmental lending within EA17 (2011-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,State government,Intergovernmental lending within EA17 (2011-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
